LotArea,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd
7200,1949,1950,1040,0,2,2,6
10994,2005,2006,1844,0,2,2,7
13053,1923,2000,1053,795,1,4,8
3635,2007,2007,1569,0,2,1,7
11340,1885,1950,1246,1044,2,4,11
16545,1998,1998,1310,1140,2,3,7
9204,1963,1963,1144,0,1,3,6
16381,1969,1969,1844,0,2,3,7
11700,1968,1968,708,708,2,3,7
4043,1977,1977,1069,0,2,2,4
4435,2003,2003,848,0,1,1,3
19690,1966,1966,1575,626,2,4,8
9503,1958,1983,1344,0,1,2,6
10721,1959,1959,1252,0,1,3,7
10944,1994,1994,1223,904,2,3,5
10930,1945,1950,1048,510,1,3,6
7200,1940,1992,804,0,1,2,4
12546,1981,1981,1440,0,2,3,7
21930,2005,2005,734,1104,2,4,7
4928,1976,1976,958,0,2,2,5
10800,1927,2007,968,0,2,4,5
10261,2000,2000,962,830,2,3,8
17400,1977,1977,1126,0,2,3,5
8400,1962,2005,1537,0,1,3,7
9000,1971,1971,864,0,1,3,5
12444,2008,2008,1932,0,2,2,7
7407,1957,1996,1236,0,1,2,6
11584,1979,1979,1040,685,2,3,6
11526,1922,1994,1423,748,2,3,11
4426,2004,2004,848,0,1,1,3
11003,2008,2008,1026,981,2,3,10
8854,1916,1950,952,0,1,2,4
8500,2004,2004,1422,0,2,3,7
8400,1966,1966,913,0,1,3,6
26142,1962,1962,1188,0,1,3,6
10000,1995,1996,1220,870,2,3,8
11767,1910,2000,796,550,1,2,6
1533,1970,1970,630,0,1,1,3
9000,1974,1974,896,896,2,4,8
9262,2008,2009,1578,0,2,3,7
3675,2005,2005,1072,0,1,2,5
17217,2006,2006,1140,0,1,3,6
7500,2004,2005,1221,0,2,2,6
7917,1999,2000,953,694,2,3,7
13175,1978,1988,2073,0,2,3,7
9042,1941,2006,1188,1152,2,4,9
9717,1950,1996,1078,0,1,2,5
9937,1965,1965,1256,0,1,3,6
